name,meal_type,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,category,n_observations,source,food_id,protein_density,fiber_density,protein_frac,carb_frac,fat_frac
Beets (1/2 cup roasted),lunch,30.0,0.8,6.8,0.1,1.4,5.8,50.0,0.0,Vegetable,1,Kaggle Daily Food & Nutrition,beets_1_2_cup_roasted__lunch,2.666666666666667,4.666666666666666,0.10223642172523963,0.8690095846645368,0.028753993610223644
Bell Pepper (1 medium red),lunch,31.0,1.2,6.0,0.3,2.1,4.2,4.0,0.0,Vegetable,2,Kaggle Daily Food & Nutrition,bell_pepper_1_medium_red__lunch,3.870967741935484,6.774193548387098,0.15238095238095237,0.7619047619047619,0.0857142857142857
Bison Burger (1 patty),lunch,150.0,22.0,0.0,7.0,0.0,0.0,65.0,70.0,Protein/Meat,1,Kaggle Daily Food & Nutrition,bison_burger_1_patty__lunch,14.666666666666666,0.0,0.5827814569536424,0.0,0.41721854304635764
Black Beans (1/2 cup),lunch,114.0,7.6,20.4,0.5,7.5,0.3,1.0,0.0,Legume,1,Kaggle Daily Food & Nutrition,black_beans_1_2_cup__lunch,6.666666666666667,6.578947368421052,0.2609442060085837,0.7004291845493562,0.03862660944206009
Blue Cheese Dressing (2 tbsp),lunch,150.0,1.0,2.0,16.0,0.0,1.0,320.0,10.0,Condiment,1,Kaggle Daily Food & Nutrition,blue_cheese_dressing_2_tbsp__lunch,0.6666666666666667,0.0,0.02564102564102564,0.05128205128205128,0.9230769230769231
Bread Roll (hoagie),lunch,200.0,6.0,38.0,2.0,2.0,3.0,400.0,0.0,Grain,1,Kaggle Daily Food & Nutrition,bread_roll_hoagie__lunch,3.0,1.0,0.12371134020618557,0.7835051546391752,0.09278350515463918
Brown Rice (1 cup cooked),lunch,215.0,5.0,45.0,1.8,3.5,0.4,10.0,0.0,Grain,2,Kaggle Daily Food & Nutrition,brown_rice_1_cup_cooked__lunch,2.3255813953488373,1.627906976744186,0.09250693802035154,0.8325624421831638,0.07493061979648474
Bulgur (1/4 cup in tabouli),lunch,76.0,2.7,16.8,0.2,4.1,0.1,4.0,0.0,Grain,1,Kaggle Daily Food & Nutrition,bulgur_1_4_cup_in_tabouli__lunch,3.552631578947368,5.394736842105263,0.13533834586466167,0.8421052631578948,0.02255639097744361
Bun (hamburger),lunch,140.0,4.0,26.0,2.0,1.0,4.0,260.0,0.0,Grain,2,Kaggle Daily Food & Nutrition,bun_hamburger__lunch,2.857142857142857,0.7142857142857143,0.11594202898550725,0.7536231884057971,0.13043478260869565
Caesar Salad (with chicken),lunch,470.0,30.0,15.0,30.0,3.0,3.0,890.0,75.0,Meal/Protein,2,Kaggle Daily Food & Nutrition,caesar_salad_with_chicken__lunch,6.382978723404255,0.6382978723404255,0.26666666666666666,0.13333333333333333,0.6
Caprese Salad,lunch,240.0,10.0,8.0,18.0,2.0,5.0,350.0,40.0,Meal/Vegetable,1,Kaggle Daily Food & Nutrition,caprese_salad__lunch,4.166666666666666,0.8333333333333334,0.17094017094017094,0.13675213675213677,0.6923076923076923
Ceviche (1 cup fish),lunch,180.0,25.0,15.0,2.0,3.0,4.0,700.0,45.0,Meal/Fish,1,Kaggle Daily Food & Nutrition,ceviche_1_cup_fish__lunch,13.88888888888889,1.6666666666666667,0.5617977528089888,0.33707865168539325,0.10112359550561797
Cheese Whiz (2 tbsp),lunch,90.0,4.0,3.0,7.0,0.0,2.0,540.0,20.0,Condiment/Processed,1,Kaggle Daily Food & Nutrition,cheese_whiz_2_tbsp__lunch,4.444444444444445,0.0,0.17582417582417584,0.13186813186813187,0.6923076923076923
Chicken & Rice Soup (1 can),lunch,130.0,7.0,18.0,3.0,2.0,2.0,850.0,15.0,Meal/Processed,1,Kaggle Daily Food & Nutrition,chicken_rice_soup_1_can__lunch,5.384615384615385,1.5384615384615385,0.2204724409448819,0.5669291338582677,0.2125984251968504
Chicken Breast (4oz roasted),lunch,185.0,35.0,0.0,4.0,0.0,0.0,80.0,95.0,Protein/Meat,2,Kaggle Daily Food & Nutrition,chicken_breast_4oz_roasted__lunch,18.91891891891892,0.0,0.7954545454545454,0.0,0.20454545454545456
Chicken Curry (No Rice),lunch,280.0,28.0,6.0,16.0,2.0,2.0,520.0,88.0,Sri Lankan - Curry,1,"Curated regional (Sri Lankan, per serving)",chicken_curry_no_rice__lunch,10.0,0.7142857142857143,0.4,0.08571428571428572,0.5142857142857142
Chicken Fried Rice,lunch,720.0,30.0,95.0,24.0,4.0,6.0,980.0,85.0,Sri Lankan - Fried Rice,1,"Curated regional (Sri Lankan, per serving)",chicken_fried_rice__lunch,4.166666666666666,0.5555555555555556,0.16759776536312848,0.5307262569832403,0.3016759776536313
Chicken Kottu,lunch,750.0,34.0,90.0,28.0,6.0,5.0,1280.0,95.0,Sri Lankan - Kottu,1,"Curated regional (Sri Lankan, per serving)",chicken_kottu__lunch,4.533333333333333,0.8,0.18181818181818182,0.48128342245989303,0.33689839572192515
Chicken McNuggets (6 pcs),lunch,270.0,15.0,16.0,16.0,1.0,0.0,500.0,40.0,Meal/Processed,1,Kaggle Daily Food & Nutrition,chicken_mcnuggets_6_pcs__lunch,5.555555555555555,0.3703703703703704,0.22388059701492538,0.23880597014925373,0.5373134328358209
Chicken Noodle Soup (1 can),lunch,150.0,7.0,18.0,5.0,2.0,2.0,890.0,15.0,Meal/Processed,1,Kaggle Daily Food & Nutrition,chicken_noodle_soup_1_can__lunch,4.666666666666667,1.3333333333333335,0.19310344827586207,0.496551724137931,0.3103448275862069
Chicken Parm Sandwich,lunch,650.0,40.0,55.0,30.0,6.0,9.0,1400.0,100.0,Meal/Processed,1,Kaggle Daily Food & Nutrition,chicken_parm_sandwich__lunch,6.153846153846154,0.9230769230769231,0.24615384615384617,0.3384615384615385,0.4153846153846154
Chicken Salad Sandwich,lunch,420.0,20.0,35.0,20.0,3.0,5.0,850.0,60.0,Meal/Processed,1,Kaggle Daily Food & Nutrition,chicken_salad_sandwich__lunch,4.761904761904762,0.7142857142857143,0.2,0.35,0.45
Chicken Wrap (with tortilla),lunch,410.0,25.0,38.0,17.0,5.0,3.0,780.0,60.0,Meal/Processed,1,Kaggle Daily Food & Nutrition,chicken_wrap_with_tortilla__lunch,6.097560975609756,1.2195121951219512,0.24691358024691357,0.37530864197530867,0.37777777777777777
Chickpeas (1/2 cup canned),lunch,135.0,7.0,22.0,2.0,6.0,3.0,250.0,0.0,Legume,1,Kaggle Daily Food & Nutrition,chickpeas_1_2_cup_canned__lunch,5.185185185185185,4.444444444444445,0.208955223880597,0.6567164179104478,0.13432835820895522
Chimichurri (1 tbsp),lunch,45.0,0.1,0.5,4.5,0.2,0.1,100.0,0.0,Condiment,1,Kaggle Daily Food & Nutrition,chimichurri_1_tbsp__lunch,0.2222222222222222,0.4444444444444444,0.009324009324009324,0.046620046620046623,0.9440559440559441
Choripan (1 sandwich),lunch,550.0,20.0,40.0,35.0,3.0,4.0,1100.0,80.0,Meal/Processed,1,Kaggle Daily Food & Nutrition,choripan_1_sandwich__lunch,3.6363636363636362,0.5454545454545455,0.14414414414414414,0.2882882882882883,0.5675675675675675
Clam Chowder (1 cup),lunch,200.0,10.0,18.0,9.0,1.0,2.0,870.0,30.0,Meal/Seafood,2,Kaggle Daily Food & Nutrition,clam_chowder_1_cup__lunch,5.0,0.5,0.20725388601036268,0.37305699481865284,0.41968911917098445
Club Sandwich,lunch,580.0,35.0,40.0,30.0,5.0,7.0,1300.0,95.0,Meal/Processed,1,Kaggle Daily Food & Nutrition,club_sandwich__lunch,6.0344827586206895,0.8620689655172413,0.24561403508771928,0.2807017543859649,0.47368421052631576
Cobb Salad,lunch,510.0,30.0,12.0,38.0,7.0,6.0,800.0,210.0,Meal/Protein,1,Kaggle Daily Food & Nutrition,cobb_salad__lunch,5.88235294117647,1.3725490196078431,0.23529411764705882,0.09411764705882353,0.6705882352941176
Cottage Cheese (1 cup low fat),lunch,160.0,28.0,6.0,2.5,0.0,4.0,820.0,10.0,Dairy,1,Kaggle Daily Food & Nutrition,cottage_cheese_1_cup_low_fat__lunch,17.5,0.0,0.7066246056782335,0.15141955835962145,0.14195583596214512
Crackers (5 whole wheat),lunch,90.0,2.0,14.0,3.0,2.0,0.0,180.0,0.0,Grain/Processed,1,Kaggle Daily Food & Nutrition,crackers_5_whole_wheat__lunch,2.2222222222222223,2.2222222222222223,0.08791208791208792,0.6153846153846154,0.2967032967032967
Croutons (1/4 cup),lunch,50.0,1.5,7.0,2.0,0.5,0.5,140.0,0.0,Grain,2,Kaggle Daily Food & Nutrition,croutons_1_4_cup__lunch,3.0,1.0,0.11538461538461539,0.5384615384615384,0.34615384615384615
Croutons (Garlic 1/4 cup),lunch,50.0,1.5,7.0,2.0,0.5,0.5,140.0,0.0,Grain,1,Kaggle Daily Food & Nutrition,croutons_garlic_1_4_cup__lunch,3.0,1.0,0.11538461538461539,0.5384615384615384,0.34615384615384615
Dhal Curry (No Rice),lunch,180.0,12.0,24.0,5.0,8.0,2.0,410.0,0.0,Sri Lankan - Curry,1,"Curated regional (Sri Lankan, per serving)",dhal_curry_no_rice__lunch,6.666666666666667,4.444444444444445,0.25396825396825395,0.5079365079365079,0.23809523809523808
Dim Sum (Siu Mai 3 pcs),lunch,180.0,12.0,10.0,10.0,2.0,1.0,550.0,60.0,Meal/Processed,1,Kaggle Daily Food & Nutrition,dim_sum_siu_mai_3_pcs__lunch,6.666666666666667,1.1111111111111112,0.2696629213483146,0.2247191011235955,0.5056179775280899
Empanada (Beef 1 medium),lunch,290.0,10.0,28.0,16.0,3.0,3.0,550.0,30.0,Meal/Processed,1,Kaggle Daily Food & Nutrition,empanada_beef_1_medium__lunch,3.4482758620689653,1.0344827586206897,0.13513513513513514,0.3783783783783784,0.4864864864864865
Falafel (3 pieces),lunch,180.0,6.0,18.0,9.0,4.0,1.0,320.0,0.0,Meal/Vegetarian,1,Kaggle Daily Food & Nutrition,falafel_3_pieces__lunch,3.3333333333333335,2.2222222222222223,0.13559322033898305,0.4067796610169492,0.4576271186440678
Fattoush Salad (1.5 cups),lunch,250.0,5.0,25.0,15.0,6.0,5.0,500.0,0.0,Meal/Vegetarian,1,Kaggle Daily Food & Nutrition,fattoush_salad_1_5_cups__lunch,2.0,2.4,0.0784313725490196,0.39215686274509803,0.5294117647058824
Feta Cheese (1 oz),lunch,75.0,4.0,1.2,6.1,0.0,0.7,316.0,25.0,Dairy,1,Kaggle Daily Food & Nutrition,feta_cheese_1_oz__lunch,5.333333333333334,0.0,0.21136063408190223,0.06340819022457067,0.725231175693527
Fish Curry (No Rice),lunch,240.0,26.0,7.0,11.0,2.0,2.0,480.0,60.0,Sri Lankan - Curry,1,"Curated regional (Sri Lankan, per serving)",fish_curry_no_rice__lunch,10.833333333333334,0.8333333333333334,0.45021645021645024,0.12121212121212122,0.42857142857142855
Focaccia (1 square),lunch,250.0,8.0,40.0,7.0,2.0,2.0,500.0,0.0,Grain,1,Kaggle Daily Food & Nutrition,focaccia_1_square__lunch,3.2,0.8,0.12549019607843137,0.6274509803921569,0.24705882352941178
French Onion Soup (1 cup),lunch,150.0,6.0,15.0,7.0,2.0,5.0,800.0,20.0,Meal,1,Kaggle Daily Food & Nutrition,french_onion_soup_1_cup__lunch,4.0,1.3333333333333335,0.16326530612244897,0.40816326530612246,0.42857142857142855
Fried Pita (1/2 pita in salad),lunch,80.0,2.0,12.0,3.0,1.0,0.5,150.0,0.0,Grain,1,Kaggle Daily Food & Nutrition,fried_pita_1_2_pita_in_salad__lunch,2.5,1.25,0.0963855421686747,0.5783132530120482,0.3253012048192771
Garlic Sauce (1 tbsp),lunch,90.0,0.1,1.0,10.0,0.0,0.5,80.0,5.0,Condiment,1,Kaggle Daily Food & Nutrition,garlic_sauce_1_tbsp__lunch,0.1111111111111111,0.0,0.00423728813559322,0.0423728813559322,0.9533898305084745
Gazpacho (1 cup),lunch,90.0,2.0,12.0,4.0,3.0,7.0,600.0,0.0,Meal/Soup,1,Kaggle Daily Food & Nutrition,gazpacho_1_cup__lunch,2.2222222222222223,3.3333333333333335,0.08695652173913043,0.5217391304347826,0.391304347826087
Goat Cheese (1 oz),lunch,103.0,6.1,0.1,8.5,0.0,0.1,146.0,22.0,Dairy,1,Kaggle Daily Food & Nutrition,goat_cheese_1_oz__lunch,5.922330097087379,0.0,0.24086870681145112,0.003948667324777888,0.755182625863771
Grilled Cheese Sandwich,lunch,390.0,15.0,32.0,22.0,3.0,4.0,800.0,60.0,Meal/Processed,2,Kaggle Daily Food & Nutrition,grilled_cheese_sandwich__lunch,3.8461538461538463,0.7692307692307693,0.15544041450777202,0.3316062176165803,0.5129533678756477
Grilled Chicken Salad,lunch,350.0,30.0,10.0,20.0,5.0,4.0,400.0,80.0,Meal/Protein,1,Kaggle Daily Food & Nutrition,grilled_chicken_salad__lunch,8.571428571428571,1.4285714285714286,0.35294117647058826,0.11764705882352941,0.5294117647058824
Ham (3oz deli sliced),lunch,110.0,16.0,2.0,4.0,0.0,1.5,950.0,45.0,Protein/Meat,1,Kaggle Daily Food & Nutrition,ham_3oz_deli_sliced__lunch,14.545454545454545,0.0,0.5925925925925926,0.07407407407407407,0.3333333333333333
Hummus (1/4 cup),lunch,130.0,5.0,10.0,8.0,4.0,1.0,250.0,0.0,Legume,1,Kaggle Daily Food & Nutrition,hummus_1_4_cup__lunch,3.8461538461538463,3.076923076923077,0.15151515151515152,0.30303030303030304,0.5454545454545454
Hummus Wrap (large),lunch,450.0,15.0,60.0,18.0,12.0,5.0,800.0,0.0,Meal/Vegetarian,1,Kaggle Daily Food & Nutrition,hummus_wrap_large__lunch,3.3333333333333335,2.666666666666667,0.12987012987012986,0.5194805194805194,0.35064935064935066
Italian Dressing (2 tbsp),lunch,70.0,0.0,3.0,7.0,0.0,2.0,300.0,0.0,Condiment,1,Kaggle Daily Food & Nutrition,italian_dressing_2_tbsp__lunch,0.0,0.0,0.0,0.16,0.84
Ketchup (1 tbsp),lunch,20.0,0.2,5.0,0.1,0.2,4.0,160.0,0.0,Condiment,2,Kaggle Daily Food & Nutrition,ketchup_1_tbsp__lunch,1.0,1.0,0.03686635944700461,0.9216589861751152,0.041474654377880185
Lamprais,lunch,780.0,32.0,92.0,30.0,5.0,6.0,1050.0,110.0,Sri Lankan - Rice Parcel,1,"Curated regional (Sri Lankan, per serving)",lamprais__lunch,4.102564102564102,0.641025641025641,0.1671018276762402,0.4804177545691906,0.3524804177545692
Lentil Soup (1 can),lunch,230.0,15.0,35.0,3.0,12.0,6.0,650.0,0.0,Meal/Legume,1,Kaggle Daily Food & Nutrition,lentil_soup_1_can__lunch,6.521739130434782,5.217391304347826,0.2643171806167401,0.6167400881057269,0.11894273127753303
Lentil Soup (1 cup Middle Eastern),lunch,200.0,10.0,30.0,5.0,10.0,4.0,700.0,0.0,Meal/Legume,1,Kaggle Daily Food & Nutrition,lentil_soup_1_cup_middle_eastern__lunch,5.0,5.0,0.1951219512195122,0.5853658536585366,0.21951219512195122
Lobster Bisque (1 cup),lunch,250.0,8.0,12.0,18.0,1.0,3.0,850.0,50.0,Meal/Seafood,1,Kaggle Daily Food & Nutrition,lobster_bisque_1_cup__lunch,3.2,0.4,0.1322314049586777,0.19834710743801653,0.6694214876033058
Macaroni & Cheese (1 cup),lunch,350.0,10.0,40.0,17.0,2.0,5.0,750.0,40.0,Meal/Pasta,2,Kaggle Daily Food & Nutrition,macaroni_cheese_1_cup__lunch,2.857142857142857,0.5714285714285714,0.11331444759206799,0.45325779036827196,0.43342776203966005
Macaroni Salad (1 cup),lunch,380.0,8.0,30.0,25.0,3.0,6.0,750.0,20.0,Meal/Pasta,1,Kaggle Daily Food & Nutrition,macaroni_salad_1_cup__lunch,2.1052631578947367,0.7894736842105263,0.08488063660477453,0.3183023872679045,0.596816976127321
Mayonnaise (1 tbsp),lunch,90.0,0.1,0.1,10.0,0.0,0.1,70.0,5.0,Condiment,1,Kaggle Daily Food & Nutrition,mayonnaise_1_tbsp__lunch,0.1111111111111111,0.0,0.004405286343612335,0.004405286343612335,0.9911894273127754
Meatball Sub (6 inch),lunch,580.0,28.0,55.0,27.0,6.0,10.0,1200.0,70.0,Meal/Processed,1,Kaggle Daily Food & Nutrition,meatball_sub_6_inch__lunch,4.827586206896552,1.0344827586206897,0.19478260869565217,0.3826086956521739,0.4226086956521739
Mozzarella (1 slice),lunch,80.0,6.0,1.0,6.0,0.0,0.5,150.0,20.0,Dairy,1,Kaggle Daily Food & Nutrition,mozzarella_1_slice__lunch,7.5,0.0,0.2926829268292683,0.04878048780487805,0.6585365853658537
Olive Oil (1 tbsp dressing),lunch,120.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,Condiment,1,Kaggle Daily Food & Nutrition,olive_oil_1_tbsp_dressing__lunch,0.0,0.0,0.0,0.0,1.0
Olive Oil (1 tbsp drizzle),lunch,120.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,Condiment,1,Kaggle Daily Food & Nutrition,olive_oil_1_tbsp_drizzle__lunch,0.0,0.0,0.0,0.0,1.0
Olive Oil (1 tsp garnish),lunch,40.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,Condiment,1,Kaggle Daily Food & Nutrition,olive_oil_1_tsp_garnish__lunch,0.0,0.0,0.0,0.0,1.0
Olives (Kalamata 5 large),lunch,35.0,0.2,1.0,3.5,0.5,0.0,210.0,0.0,Fruit,1,Kaggle Daily Food & Nutrition,olives_kalamata_5_large__lunch,0.5714285714285714,1.4285714285714286,0.022038567493112952,0.11019283746556474,0.8677685950413224
Onions (sautéed 1/4 cup),lunch,30.0,0.5,5.0,1.0,1.0,3.0,5.0,0.0,Vegetable,1,Kaggle Daily Food & Nutrition,onions_saut_ed_1_4_cup__lunch,1.6666666666666667,3.3333333333333335,0.06451612903225806,0.6451612903225806,0.2903225806451613
Pasta Salad (1 cup),lunch,280.0,8.0,30.0,14.0,4.0,5.0,450.0,10.0,Meal/Pasta,1,Kaggle Daily Food & Nutrition,pasta_salad_1_cup__lunch,2.857142857142857,1.4285714285714286,0.11510791366906475,0.4316546762589928,0.45323741007194246
Peanut Butter & Jelly Sandwich,lunch,390.0,12.0,50.0,17.0,5.0,20.0,450.0,0.0,Meal/Processed,2,Kaggle Daily Food & Nutrition,peanut_butter_jelly_sandwich__lunch,3.076923076923077,1.282051282051282,0.11970074812967581,0.49875311720698257,0.38154613466334164
Philly Cheesesteak (6 inch),lunch,500.0,25.0,40.0,28.0,3.0,5.0,1100.0,70.0,Meal/Processed,1,Kaggle Daily Food & Nutrition,philly_cheesesteak_6_inch__lunch,5.0,0.6,0.1953125,0.3125,0.4921875
Pita Crisps (1 oz),lunch,130.0,3.0,18.0,5.0,2.0,1.0,240.0,0.0,Snack/Processed,1,Kaggle Daily Food & Nutrition,pita_crisps_1_oz__lunch,2.307692307692308,1.5384615384615385,0.09302325581395349,0.5581395348837209,0.3488372093023256
Pork Bun (1 steamed),lunch,220.0,8.0,30.0,8.0,2.0,6.0,400.0,20.0,Meal/Processed,1,Kaggle Daily Food & Nutrition,pork_bun_1_steamed__lunch,3.6363636363636362,0.9090909090909091,0.14285714285714285,0.5357142857142857,0.32142857142857145
Potato Leek Soup (1 cup),lunch,180.0,4.0,25.0,7.0,3.0,4.0,650.0,15.0,Meal/Vegetable,1,Kaggle Daily Food & Nutrition,potato_leek_soup_1_cup__lunch,2.2222222222222223,1.6666666666666667,0.0893854748603352,0.5586592178770949,0.35195530726256985
Potato Salad (1/2 cup),lunch,180.0,2.0,19.0,11.0,2.0,3.0,500.0,10.0,Meal/Vegetable,1,Kaggle Daily Food & Nutrition,potato_salad_1_2_cup__lunch,1.1111111111111112,1.1111111111111112,0.04371584699453552,0.41530054644808745,0.5409836065573771
Pretzel Bun (1 medium),lunch,230.0,8.0,45.0,2.0,2.0,4.0,550.0,0.0,Grain,1,Kaggle Daily Food & Nutrition,pretzel_bun_1_medium__lunch,3.4782608695652173,0.8695652173913043,0.1391304347826087,0.782608695652174,0.0782608695652174
Pulled Pork Sandwich,lunch,480.0,25.0,48.0,20.0,3.0,15.0,900.0,75.0,Meal/Meat,1,Kaggle Daily Food & Nutrition,pulled_pork_sandwich__lunch,5.208333333333334,0.625,0.211864406779661,0.4067796610169492,0.3813559322033898
Quesadilla (Cheese 1 medium),lunch,400.0,18.0,35.0,22.0,3.0,2.0,700.0,50.0,Meal/Processed,1,Kaggle Daily Food & Nutrition,quesadilla_cheese_1_medium__lunch,4.5,0.75,0.17560975609756097,0.34146341463414637,0.48292682926829267
Quinoa Salad (1 cup),lunch,260.0,9.0,32.0,12.0,6.0,4.0,300.0,0.0,Meal/Vegetarian,1,Kaggle Daily Food & Nutrition,quinoa_salad_1_cup__lunch,3.4615384615384617,2.307692307692308,0.1323529411764706,0.47058823529411764,0.39705882352941174
Ramen (Instant 1 pack),lunch,380.0,9.0,53.0,14.0,2.0,2.0,1580.0,0.0,Meal/Processed,1,Kaggle Daily Food & Nutrition,ramen_instant_1_pack__lunch,2.368421052631579,0.5263157894736842,0.0962566844919786,0.5668449197860963,0.33689839572192515
Reuben Sandwich,lunch,650.0,28.0,35.0,40.0,5.0,6.0,1500.0,100.0,Meal/Processed,1,Kaggle Daily Food & Nutrition,reuben_sandwich__lunch,4.3076923076923075,0.7692307692307693,0.1830065359477124,0.22875816993464052,0.5882352941176471
Rice and Chicken Curry,lunch,650.0,35.0,85.0,18.0,5.0,4.0,780.0,95.0,Sri Lankan - Rice & Curry,1,"Curated regional (Sri Lankan, per serving)",rice_and_chicken_curry__lunch,5.384615384615385,0.7692307692307693,0.21806853582554517,0.5295950155763239,0.2523364485981308
Rice and Dhal Curry (Vegetarian),lunch,520.0,16.0,90.0,10.0,9.0,4.0,640.0,0.0,Sri Lankan - Rice & Curry,1,"Curated regional (Sri Lankan, per serving)",rice_and_dhal_curry_vegetarian__lunch,3.076923076923077,1.7307692307692308,0.1245136186770428,0.7003891050583657,0.17509727626459143
Rice and Fish Curry,lunch,600.0,32.0,84.0,14.0,5.0,3.0,720.0,65.0,Sri Lankan - Rice & Curry,1,"Curated regional (Sri Lankan, per serving)",rice_and_fish_curry__lunch,5.333333333333334,0.8333333333333334,0.21694915254237288,0.5694915254237288,0.2135593220338983
Rice with Beef Curry,lunch,690.0,38.0,84.0,22.0,5.0,4.0,800.0,88.0,Sri Lankan - Rice & Curry,1,"Curated regional (Sri Lankan, per serving)",rice_with_beef_curry__lunch,5.507246376811594,0.7246376811594203,0.22157434402332363,0.4897959183673469,0.2886297376093295
Rice with Cuttlefish Curry,lunch,620.0,34.0,84.0,15.0,4.0,3.0,760.0,180.0,Sri Lankan - Rice & Curry,1,"Curated regional (Sri Lankan, per serving)",rice_with_cuttlefish_curry__lunch,5.483870967741936,0.6451612903225806,0.22405271828665568,0.5535420098846787,0.22240527182866557
Rye Bread (1 slice),lunch,83.0,2.7,15.5,1.1,1.9,1.2,170.0,0.0,Grain,1,Kaggle Daily Food & Nutrition,rye_bread_1_slice__lunch,3.2530120481927716,2.289156626506024,0.13059250302297462,0.7496977025392987,0.11970979443772672
Rye Crispbread (2 slices),lunch,70.0,2.0,14.0,0.5,3.0,0.0,120.0,0.0,Grain,1,Kaggle Daily Food & Nutrition,rye_crispbread_2_slices__lunch,2.857142857142857,4.285714285714286,0.11678832116788321,0.8175182481751825,0.06569343065693431
Salami (3 slices),lunch,110.0,6.0,1.0,9.0,0.0,0.5,500.0,30.0,Protein/Processed,1,Kaggle Daily Food & Nutrition,salami_3_slices__lunch,5.454545454545454,0.0,0.22018348623853212,0.03669724770642202,0.7431192660550459
Salsa (1/4 cup),lunch,20.0,0.8,4.5,0.1,1.0,3.0,250.0,0.0,Vegetable,1,Kaggle Daily Food & Nutrition,salsa_1_4_cup__lunch,4.0,5.0,0.14479638009049775,0.8144796380090499,0.0407239819004525
Saltine Crackers (5 crackers),lunch,60.0,1.0,10.0,1.5,0.5,0.0,140.0,0.0,Grain/Processed,1,Kaggle Daily Food & Nutrition,saltine_crackers_5_crackers__lunch,1.6666666666666667,0.8333333333333334,0.06956521739130435,0.6956521739130435,0.23478260869565218
Sashimi (Salmon 3 pcs),lunch,120.0,18.0,0.0,5.0,0.0,0.0,45.0,40.0,Protein/Fish,1,Kaggle Daily Food & Nutrition,sashimi_salmon_3_pcs__lunch,15.0,0.0,0.6153846153846154,0.0,0.38461538461538464
"Sauce, pasta, spaghetti/marinara, ready-to-serve",lunch,45.0,1.41,8.05,1.48,1.8,0.0,419.0,0.0,USDA,1,USDA FoodData Central (per 100 g),sauce_pasta_spaghetti_marinara_ready_to_serve__lunch,3.1333333333333333,4.0,0.11024237685691946,0.6293979671618452,0.26035965598123534
Seaweed Salad (1/2 cup),lunch,60.0,2.0,8.0,3.0,2.0,4.0,350.0,0.0,Vegetable,1,Kaggle Daily Food & Nutrition,seaweed_salad_1_2_cup__lunch,3.3333333333333335,3.3333333333333335,0.11940298507462686,0.47761194029850745,0.40298507462686567
Shawarma (Chicken 1 wrap),lunch,550.0,30.0,50.0,25.0,6.0,5.0,1100.0,80.0,Meal/Processed,1,Kaggle Daily Food & Nutrition,shawarma_chicken_1_wrap__lunch,5.454545454545454,1.090909090909091,0.22018348623853212,0.3669724770642202,0.41284403669724773
Sour Cream (1 tbsp),lunch,30.0,0.4,0.6,2.9,0.0,0.4,12.0,6.0,Condiment/Dairy,1,Kaggle Daily Food & Nutrition,sour_cream_1_tbsp__lunch,1.3333333333333335,0.0,0.053156146179402,0.079734219269103,0.867109634551495
Split Pea Soup (1 cup),lunch,180.0,11.0,30.0,2.0,10.0,6.0,700.0,5.0,Meal/Legume,1,Kaggle Daily Food & Nutrition,split_pea_soup_1_cup__lunch,6.111111111111111,5.555555555555555,0.24175824175824176,0.6593406593406593,0.0989010989010989
Sweet Tea (16 oz),lunch,180.0,0.0,46.0,0.0,0.0,46.0,15.0,0.0,Beverage,1,Kaggle Daily Food & Nutrition,sweet_tea_16_oz__lunch,0.0,0.0,0.0,1.0,0.0
Swiss Cheese (1 slice),lunch,106.0,7.6,1.0,8.0,0.0,0.4,54.0,26.0,Dairy,1,Kaggle Daily Food & Nutrition,swiss_cheese_1_slice__lunch,7.169811320754717,0.0,0.2857142857142857,0.03759398496240601,0.6766917293233082
Tabouli (1/2 cup),lunch,120.0,3.0,15.0,6.0,4.0,2.0,300.0,0.0,Meal/Vegetarian,1,Kaggle Daily Food & Nutrition,tabouli_1_2_cup__lunch,2.5,3.3333333333333335,0.09523809523809523,0.47619047619047616,0.42857142857142855
Tahini Sauce (1 tbsp),lunch,30.0,1.0,1.5,2.5,0.5,0.0,45.0,0.0,Condiment,1,Kaggle Daily Food & Nutrition,tahini_sauce_1_tbsp__lunch,3.3333333333333335,1.6666666666666667,0.12307692307692308,0.18461538461538463,0.6923076923076923
Tempeh (3oz),lunch,160.0,16.0,8.0,9.0,5.0,0.0,10.0,0.0,Protein/Vegetarian,1,Kaggle Daily Food & Nutrition,tempeh_3oz__lunch,10.0,3.125,0.3615819209039548,0.1807909604519774,0.4576271186440678
Tofu (4oz firm),lunch,90.0,10.0,3.0,5.0,2.0,1.0,10.0,0.0,Protein/Vegetarian,2,Kaggle Daily Food & Nutrition,tofu_4oz_firm__lunch,11.11111111111111,2.2222222222222223,0.41237113402061853,0.12371134020618557,0.4639175257731959
Tomato (1 medium sliced),lunch,22.0,1.1,4.8,0.2,1.5,3.2,6.0,0.0,Vegetable,1,Kaggle Daily Food & Nutrition,tomato_1_medium_sliced__lunch,5.0,6.8181818181818175,0.1732283464566929,0.7559055118110235,0.07086614173228346
